1-n,InstanceID,BomberA,BomberB,FighterA,FighterB,Tanker,ISRDrone,Satellite,TotalCost,AcquisitionRiskRaw,AcquisitionRisk,RiskToMissionRaw,RiskToForceRaw,RiskToMission,RiskToForce,TotalRisk,ProbabilityOfSuccess,ForcePackage,RiskToCostRatio
574,SIM_0574,21,10,708,1002,2,26,48,218560,1.0,0.5555555555555555,10.0,8.0,0.01,0.99,0.47404096723660466,0.53,"21x BomberA, 10x BomberB, 708x FighterA, 1002x FighterB, 2x Tanker, 26x ISRDrone, 48x Satellite",2.16892829
575,SIM_0575,17,20,243,1151,31,256,943,474630,1.0,0.41666666666666674,10.0,8.0,0.2638888888888889,0.99,0.5493455487664541,0.45,"17x BomberA, 20x BomberB, 243x FighterA, 1151x FighterB, 31x Tanker, 256x ISRDrone, 943x Satellite",1.15741851
576,SIM_0576,3,20,248,1025,44,203,538,331000,1.0,0.3055555555555555,10.0,8.0,0.3472222222222223,0.99,0.5311560363196307,0.47,"3x BomberA, 20x BomberB, 248x FighterA, 1025x FighterB, 44x Tanker, 203x ISRDrone, 538x Satellite",1.60470102
577,SIM_0577,11,38,157,836,5,187,217,209370,1.0,0.5972222222222222,10.0,8.0,0.3472222222222223,0.99,0.7221459170112776,0.28,"11x BomberA, 38x BomberB, 157x FighterA, 836x FighterB, 5x Tanker, 187x ISRDrone, 217x Satellite",3.44913749
578,SIM_0578,30,27,703,896,6,214,387,339725,1.0,0.27777777777777773,10.0,8.0,0.05555555555555561,0.99,0.32197664318116015,0.68,"30x BomberA, 27x BomberB, 703x FighterA, 896x FighterB, 6x Tanker, 214x ISRDrone, 387x Satellite",0.94775669
579,SIM_0579,26,8,908,663,41,92,982,503620,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"26x BomberA, 8x BomberB, 908x FighterA, 663x FighterB, 41x Tanker, 92x ISRDrone, 982x Satellite",0.63426812
580,SIM_0580,29,25,1049,926,59,61,37,273515,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"29x BomberA, 25x BomberB, 1049x FighterA, 926x FighterB, 59x Tanker, 61x ISRDrone, 37x Satellite",1.30087614
581,SIM_0581,13,28,962,679,38,0,845,464130,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"13x BomberA, 28x BomberB, 962x FighterA, 679x FighterB, 38x Tanker, 845x Satellite",0.90378219
582,SIM_0582,33,0,281,657,2,63,748,348000,1.0,0.5138888888888891,10.0,8.0,0.16666666666666666,0.99,0.5493455487664544,0.45,"33x BomberA, 281x FighterA, 657x FighterB, 2x Tanker, 63x ISRDrone, 748x Satellite",1.57857916
583,SIM_0583,17,39,162,294,15,137,437,222845,1.0,0.26388888888888884,10.0,8.0,0.38888888888888884,0.8027210884353742,0.408521600974067,0.59,"17x BomberA, 39x BomberB, 162x FighterA, 294x FighterB, 15x Tanker, 137x ISRDrone, 437x Satellite",1.83320963
584,SIM_0584,23,13,543,1087,45,158,300,305005,1.0,0.5416666666666669,10.0,8.0,0.08333333333333333,0.99,0.5129665238728073,0.49,"23x BomberA, 13x BomberB, 543x FighterA, 1087x FighterB, 45x Tanker, 158x ISRDrone, 300x Satellite",1.68182988
585,SIM_0585,4,19,1145,783,32,163,437,378455,1.0,0.3055555555555555,10.0,8.0,0.08333333333333333,0.99,0.35835566807480723,0.64,"4x BomberA, 19x BomberB, 1145x FighterA, 783x FighterB, 32x Tanker, 163x ISRDrone, 437x Satellite",0.94689109
586,SIM_0586,9,39,673,119,30,213,852,396305,1.0,0.37500000000000006,10.0,8.0,0.4166666666666667,0.99,0.6221035985537483,0.38,"9x BomberA, 39x BomberB, 673x FighterA, 119x FighterB, 30x Tanker, 213x ISRDrone, 852x Satellite",1.56975965
587,SIM_0587,17,2,905,875,29,267,520,391650,1.0,0.05555555555555561,10.0,8.0,0.013888888888888902,0.99,0.14917627493633678,0.85,"17x BomberA, 2x BomberB, 905x FighterA, 875x FighterB, 29x Tanker, 267x ISRDrone, 520x Satellite",0.3808918
588,SIM_0588,4,21,88,289,27,190,490,220595,1.0,0.44444444444444453,10.0,8.0,0.47222222222222227,0.7346938775510203,0.5367762244511596,0.46,"4x BomberA, 21x BomberB, 88x FighterA, 289x FighterB, 27x Tanker, 190x ISRDrone, 490x Satellite",2.43331093
589,SIM_0589,13,1,837,1075,46,219,162,292155,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"13x BomberA, 1x BomberB, 837x FighterA, 1075x FighterB, 46x Tanker, 219x ISRDrone, 162x Satellite",1.46691717
590,SIM_0590,4,3,220,355,44,28,987,372065,1.0,0.5694444444444443,10.0,8.0,0.2638888888888889,0.99,0.6493878672239835,0.35,"4x BomberA, 3x BomberB, 220x FighterA, 355x FighterB, 44x Tanker, 28x ISRDrone, 987x Satellite",1.74536134
591,SIM_0591,24,26,653,1032,30,231,564,402500,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"24x BomberA, 26x BomberB, 653x FighterA, 1032x FighterB, 30x Tanker, 231x ISRDrone, 564x Satellite",0.90659352
592,SIM_0592,27,33,160,723,8,291,723,366555,1.0,0.15277777777777793,10.0,8.0,0.31944444444444453,0.99,0.41292420541527786,0.59,"27x BomberA, 33x BomberB, 160x FighterA, 723x FighterB, 8x Tanker, 291x ISRDrone, 723x Satellite",1.12649999
593,SIM_0593,27,36,938,64,25,195,402,293560,1.0,0.37500000000000006,10.0,8.0,0.013888888888888902,0.99,0.35835566807480723,0.64,"27x BomberA, 36x BomberB, 938x FighterA, 64x FighterB, 25x Tanker, 195x ISRDrone, 402x Satellite",1.22072376
594,SIM_0594,40,5,19,570,40,283,16,121125,1.0,0.48611111111111127,10.0,8.0,0.37499999999999994,0.9319727891156462,0.6295798593839325,0.37,"40x BomberA, 5x BomberB, 19x FighterA, 570x FighterB, 40x Tanker, 283x ISRDrone, 16x Satellite",5.19776974
595,SIM_0595,40,14,1135,564,28,55,445,364740,1.0,0.527777777777778,10.0,8.0,0.01,0.99,0.4558514547897815,0.54,"40x BomberA, 14x BomberB, 1135x FighterA, 564x FighterB, 28x Tanker, 55x ISRDrone, 445x Satellite",1.24979836
596,SIM_0596,16,28,165,805,49,230,672,353520,1.0,0.27777777777777773,10.0,8.0,0.22222222222222227,0.99,0.4311137178621013,0.57,"16x BomberA, 28x BomberB, 165x FighterA, 805x FighterB, 49x Tanker, 230x ISRDrone, 672x Satellite",1.21948891
597,SIM_0597,9,13,59,237,11,4,347,148345,1.0,0.40277777777777785,10.0,8.0,0.5555555555555556,0.23129251700680278,0.23442198184018492,0.77,"9x BomberA, 13x BomberB, 59x FighterA, 237x FighterB, 11x Tanker, 4x ISRDrone, 347x Satellite",1.58024862
598,SIM_0598,28,39,771,869,18,77,52,239115,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"28x BomberA, 39x BomberB, 771x FighterA, 869x FighterB, 18x Tanker, 77x ISRDrone, 52x Satellite",1.64016545
599,SIM_0599,3,38,960,673,16,234,60,244140,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"3x BomberA, 38x BomberB, 960x FighterA, 673x FighterB, 16x Tanker, 234x ISRDrone, 60x Satellite",1.71816347
600,SIM_0600,20,36,1079,554,10,247,666,436810,1.0,0.37500000000000006,10.0,8.0,0.01,0.99,0.355809136332252,0.64,"20x BomberA, 36x BomberB, 1079x FighterA, 554x FighterB, 10x Tanker, 247x ISRDrone, 666x Satellite",0.81456271
601,SIM_0601,0,26,451,1118,32,147,889,463960,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"26x BomberB, 451x FighterA, 1118x FighterB, 32x Tanker, 147x ISRDrone, 889x Satellite",0.90411335
602,SIM_0602,13,26,346,682,10,238,70,173440,1.0,0.44444444444444453,10.0,8.0,0.20833333333333337,0.99,0.5311560363196307,0.47,"13x BomberA, 26x BomberB, 346x FighterA, 682x FighterB, 10x Tanker, 238x ISRDrone, 70x Satellite",3.06247715
603,SIM_0603,8,26,84,189,51,195,689,279160,1.0,0.611111111111111,10.0,8.0,0.7083333333333334,0.9047619047619047,0.9118885168494281,0.09,"8x BomberA, 26x BomberB, 84x FighterA, 189x FighterB, 51x Tanker, 195x ISRDrone, 689x Satellite",3.26654434
604,SIM_0604,24,13,67,357,38,278,618,280375,1.0,0.3333333333333333,10.0,8.0,0.4305555555555556,0.99,0.6039140861069247,0.4,"24x BomberA, 13x BomberB, 67x FighterA, 357x FighterB, 38x Tanker, 278x ISRDrone, 618x Satellite",2.15395127
605,SIM_0605,39,18,467,969,0,239,238,275850,1.0,0.6666666666666666,10.0,8.0,0.01,0.99,0.5467990170238988,0.45,"39x BomberA, 18x BomberB, 467x FighterA, 969x FighterB, 239x ISRDrone, 238x Satellite",1.98223316
606,SIM_0606,16,3,676,203,35,55,855,379395,1.0,0.38888888888888895,10.0,8.0,0.19444444444444448,0.99,0.4856822552025718,0.51,"16x BomberA, 3x BomberB, 676x FighterA, 203x FighterB, 35x Tanker, 55x ISRDrone, 855x Satellite",1.28014933
607,SIM_0607,22,20,59,773,19,170,413,248600,1.0,0.527777777777778,10.0,8.0,0.2361111111111111,0.99,0.6039140861069249,0.4,"22x BomberA, 20x BomberB, 59x FighterA, 773x FighterB, 19x Tanker, 170x ISRDrone, 413x Satellite",2.4292602
608,SIM_0608,10,8,871,1000,28,270,490,390160,1.0,0.26388888888888884,10.0,8.0,0.01,0.99,0.28305108654495786,0.72,"10x BomberA, 8x BomberB, 871x FighterA, 1000x FighterB, 28x Tanker, 270x ISRDrone, 490x Satellite",0.72547439
609,SIM_0609,24,14,573,962,23,202,488,353530,1.0,0.3055555555555555,10.0,8.0,0.20833333333333337,0.99,0.44020847408551306,0.56,"24x BomberA, 14x BomberB, 573x FighterA, 962x FighterB, 23x Tanker, 202x ISRDrone, 488x Satellite",1.24517997
610,SIM_0610,40,13,281,45,2,134,217,143915,1.0,0.24999999999999992,10.0,8.0,0.5000000000000001,0.3401360544217687,0.16927383011737823,0.83,"40x BomberA, 13x BomberB, 281x FighterA, 45x FighterB, 2x Tanker, 134x ISRDrone, 217x Satellite",1.176207
611,SIM_0611,28,16,625,582,41,28,904,437300,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"28x BomberA, 16x BomberB, 625x FighterA, 582x FighterB, 41x Tanker, 28x ISRDrone, 904x Satellite",1.00082768
612,SIM_0612,33,10,877,404,22,19,264,253410,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"33x BomberA, 10x BomberB, 877x FighterA, 404x FighterB, 22x Tanker, 19x ISRDrone, 264x Satellite",1.69120077
613,SIM_0613,19,19,357,1100,2,27,787,411205,1.0,0.5833333333333333,10.0,8.0,0.01,0.99,0.49223047968342826,0.51,"19x BomberA, 19x BomberB, 357x FighterA, 1100x FighterB, 2x Tanker, 27x ISRDrone, 787x Satellite",1.197044
614,SIM_0614,33,12,267,1170,14,285,477,344160,1.0,0.41666666666666674,10.0,8.0,0.05555555555555561,0.99,0.41292420541527786,0.59,"33x BomberA, 12x BomberB, 267x FighterA, 1170x FighterB, 14x Tanker, 285x ISRDrone, 477x Satellite",1.19980301
615,SIM_0615,29,10,475,148,45,173,580,290170,1.0,0.27777777777777773,10.0,8.0,0.22222222222222227,0.99,0.4311137178621013,0.57,"29x BomberA, 10x BomberB, 475x FighterA, 148x FighterB, 45x Tanker, 173x ISRDrone, 580x Satellite",1.48572808
616,SIM_0616,40,3,404,15,52,204,506,252925,1.0,0.3333333333333333,10.0,8.0,0.37499999999999994,0.8979591836734695,0.5072646685425376,0.49,"40x BomberA, 3x BomberB, 404x FighterA, 15x FighterB, 52x Tanker, 204x ISRDrone, 506x Satellite",2.00559323
617,SIM_0617,11,26,926,384,35,16,529,334360,1.0,0.41666666666666674,10.0,8.0,0.01,0.99,0.3830934050024873,0.62,"11x BomberA, 26x BomberB, 926x FighterA, 384x FighterB, 35x Tanker, 16x ISRDrone, 529x Satellite",1.1457513
618,SIM_0618,17,24,179,741,50,67,363,240260,1.0,0.611111111111111,10.0,8.0,0.041666666666666706,0.99,0.5311560363196307,0.47,"17x BomberA, 24x BomberB, 179x FighterA, 741x FighterB, 50x Tanker, 67x ISRDrone, 363x Satellite",2.21075517
619,SIM_0619,28,39,577,66,41,104,730,345505,1.0,0.29166666666666663,10.0,8.0,0.2777777777777778,0.99,0.4765874989791601,0.52,"28x BomberA, 39x BomberB, 577x FighterA, 66x FighterB, 41x Tanker, 104x ISRDrone, 730x Satellite",1.37939393
620,SIM_0620,32,28,578,819,5,85,216,255510,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"32x BomberA, 28x BomberB, 578x FighterA, 819x FighterB, 5x Tanker, 85x ISRDrone, 216x Satellite",1.67730103
621,SIM_0621,10,21,395,1051,24,44,906,448055,1.0,0.27777777777777773,10.0,8.0,0.05555555555555561,0.99,0.32197664318116015,0.68,"10x BomberA, 21x BomberB, 395x FighterA, 1051x FighterB, 24x Tanker, 44x ISRDrone, 906x Satellite",0.71860964
622,SIM_0622,25,15,227,49,4,31,370,167525,1.0,0.3472222222222222,10.0,8.0,0.5277777777777779,0.3673469387755102,0.26894493403517633,0.73,"25x BomberA, 15x BomberB, 227x FighterA, 49x FighterB, 4x Tanker, 31x ISRDrone, 370x Satellite",1.60540179
623,SIM_0623,29,34,360,1184,37,283,218,291230,1.0,0.5555555555555555,10.0,8.0,0.06944444444444443,0.99,0.512966523872807,0.49,"29x BomberA, 34x BomberB, 360x FighterA, 1184x FighterB, 37x Tanker, 283x ISRDrone, 218x Satellite",1.7613794
624,SIM_0624,17,9,333,96,18,211,380,199415,1.0,0.23611111111111102,10.0,8.0,0.4444444444444445,0.7414965986394558,0.3866199431299326,0.61,"17x BomberA, 9x BomberB, 333x FighterA, 96x FighterB, 18x Tanker, 211x ISRDrone, 380x Satellite",1.93877062
625,SIM_0625,39,8,1150,226,7,2,411,310590,1.0,0.625,10.0,8.0,0.01,0.99,0.5195147483536636,0.48,"39x BomberA, 8x BomberB, 1150x FighterA, 226x FighterB, 7x Tanker, 2x ISRDrone, 411x Satellite",1.67267056
626,SIM_0626,3,6,82,1183,3,232,122,190660,1.0,0.6805555555555556,10.0,8.0,0.01,0.99,0.5558937732473107,0.44,"3x BomberA, 6x BomberB, 82x FighterA, 1183x FighterB, 3x Tanker, 232x ISRDrone, 122x Satellite",2.91562873
627,SIM_0627,32,24,551,812,4,226,404,318580,1.0,0.36111111111111116,10.0,8.0,0.05555555555555561,0.99,0.37654518052163083,0.62,"32x BomberA, 24x BomberB, 551x FighterA, 812x FighterB, 4x Tanker, 226x ISRDrone, 404x Satellite",1.18194859
628,SIM_0628,14,0,1126,749,34,269,879,511750,1.0,0.44444444444444453,10.0,8.0,0.01,0.99,0.4012829174493109,0.6,"14x BomberA, 1126x FighterA, 749x FighterB, 34x Tanker, 269x ISRDrone, 879x Satellite",0.78413858
629,SIM_0629,30,21,864,552,33,228,541,374115,1.0,0.4722222222222224,10.0,8.0,0.01,0.99,0.4194724298961343,0.58,"30x BomberA, 21x BomberB, 864x FighterA, 552x FighterB, 33x Tanker, 228x ISRDrone, 541x Satellite",1.12123927
630,SIM_0630,35,5,911,507,29,272,950,496345,1.0,0.3333333333333333,10.0,8.0,0.08333333333333333,0.99,0.37654518052163066,0.62,"35x BomberA, 5x BomberB, 911x FighterA, 507x FighterB, 29x Tanker, 272x ISRDrone, 950x Satellite",0.75863599
631,SIM_0631,27,10,234,215,40,158,363,199500,1.0,0.16666666666666682,10.0,8.0,0.638888888888889,0.7891156462585034,0.4996547704780502,0.5,"27x BomberA, 10x BomberB, 234x FighterA, 215x FighterB, 40x Tanker, 158x ISRDrone, 363x Satellite",2.50453519
632,SIM_0632,6,40,1009,1080,14,2,140,296080,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"6x BomberA, 40x BomberB, 1009x FighterA, 1080x FighterB, 14x Tanker, 2x ISRDrone, 140x Satellite",1.0788642
633,SIM_0633,5,25,61,463,47,22,974,370885,1.0,0.5833333333333333,10.0,8.0,0.5000000000000001,0.99,0.8130934792453951,0.19,"5x BomberA, 25x BomberB, 61x FighterA, 463x FighterB, 47x Tanker, 22x ISRDrone, 974x Satellite",2.19230618
634,SIM_0634,38,26,191,1135,14,156,208,248630,1.0,0.6666666666666666,10.0,8.0,0.22222222222222227,0.99,0.6857668921176306,0.31,"38x BomberA, 26x BomberB, 191x FighterA, 1135x FighterB, 14x Tanker, 156x ISRDrone, 208x Satellite",2.75818241
635,SIM_0635,9,13,97,964,51,120,442,271745,1.0,0.611111111111111,10.0,8.0,0.22222222222222227,0.99,0.6493878672239835,0.35,"9x BomberA, 13x BomberB, 97x FighterA, 964x FighterB, 51x Tanker, 120x ISRDrone, 442x Satellite",2.38969573
636,SIM_0636,22,6,751,1129,54,75,923,511340,1.0,0.2083333333333332,10.0,8.0,0.01,0.99,0.2466720616513108,0.75,"22x BomberA, 6x BomberB, 751x FighterA, 1129x FighterB, 54x Tanker, 75x ISRDrone, 923x Satellite",0.48240322
637,SIM_0637,6,35,762,960,35,70,858,477365,1.0,0.138888888888889,10.0,8.0,0.20833333333333337,0.99,0.33107139940457203,0.67,"6x BomberA, 35x BomberB, 762x FighterA, 960x FighterB, 35x Tanker, 70x ISRDrone, 858x Satellite",0.69353932
638,SIM_0638,9,21,206,535,17,94,591,281965,1.0,0.3055555555555555,10.0,8.0,0.2638888888888889,0.99,0.4765874989791601,0.52,"9x BomberA, 21x BomberB, 206x FighterA, 535x FighterB, 17x Tanker, 94x ISRDrone, 591x Satellite",1.69023637
639,SIM_0639,3,38,936,403,14,130,708,398940,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"3x BomberA, 38x BomberB, 936x FighterA, 403x FighterB, 14x Tanker, 130x ISRDrone, 708x Satellite",0.98307555
640,SIM_0640,34,5,601,1035,27,200,100,249555,1.0,0.48611111111111127,10.0,8.0,0.01,0.99,0.42856718611954603,0.57,"34x BomberA, 5x BomberB, 601x FighterA, 1035x FighterB, 27x Tanker, 200x ISRDrone, 100x Satellite",1.71732558
641,SIM_0641,1,13,1190,62,22,153,33,183355,1.0,0.8194444444444445,10.0,8.0,0.01,0.99,0.6468413354814283,0.35,"1x BomberA, 13x BomberB, 1190x FighterA, 62x FighterB, 22x Tanker, 153x ISRDrone, 33x Satellite",3.52780854
642,SIM_0642,38,11,697,248,54,40,535,308385,1.0,0.3194444444444444,10.0,8.0,0.31944444444444453,0.99,0.5220612800962189,0.48,"38x BomberA, 11x BomberB, 697x FighterA, 248x FighterB, 54x Tanker, 40x ISRDrone, 535x Satellite",1.69288805
643,SIM_0643,0,17,542,723,15,266,964,461255,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"17x BomberB, 542x FighterA, 723x FighterB, 15x Tanker, 266x ISRDrone, 964x Satellite",0.79111097
644,SIM_0644,5,26,511,293,22,187,746,350310,1.0,0.5000000000000001,10.0,8.0,0.01,0.99,0.4376619423429578,0.56,"5x BomberA, 26x BomberB, 511x FighterA, 293x FighterB, 22x Tanker, 187x ISRDrone, 746x Satellite",1.24935612
645,SIM_0645,10,23,1023,172,12,272,802,423625,1.0,0.3194444444444444,10.0,8.0,0.01,0.99,0.3194301114386049,0.68,"10x BomberA, 23x BomberB, 1023x FighterA, 172x FighterB, 12x Tanker, 272x ISRDrone, 802x Satellite",0.7540398
646,SIM_0646,11,3,571,15,59,191,116,140105,1.0,0.5555555555555555,10.0,8.0,0.12500000000000003,0.7891156462585034,0.4178019644673442,0.58,"11x BomberA, 3x BomberB, 571x FighterA, 15x FighterB, 59x Tanker, 191x ISRDrone, 116x Satellite",2.9820632
647,SIM_0647,38,25,608,1083,23,178,365,343695,1.0,0.38888888888888895,10.0,8.0,0.01,0.99,0.3649038925556637,0.64,"38x BomberA, 25x BomberB, 608x FighterA, 1083x FighterB, 23x Tanker, 178x ISRDrone, 365x Satellite",1.06170847
648,SIM_0648,4,3,1087,14,33,261,424,292095,1.0,0.6388888888888888,10.0,8.0,0.18055555555555558,0.99,0.6402931110005717,0.36,"4x BomberA, 3x BomberB, 1087x FighterA, 14x FighterB, 33x Tanker, 261x ISRDrone, 424x Satellite",2.19207145
649,SIM_0649,19,37,431,165,37,81,921,386495,1.0,0.6944444444444444,10.0,8.0,0.38888888888888884,0.99,0.8130934792453951,0.19,"19x BomberA, 37x BomberB, 431x FighterA, 165x FighterB, 37x Tanker, 81x ISRDrone, 921x Satellite",2.10376196
650,SIM_0650,38,24,210,9,20,82,664,268580,1.0,0.6805555555555556,10.0,8.0,0.6944444444444444,0.6802721088435373,0.8012665840095625,0.2,"38x BomberA, 24x BomberB, 210x FighterA, 9x FighterB, 20x Tanker, 82x ISRDrone, 664x Satellite",2.9833442
651,SIM_0651,6,25,1022,824,15,267,346,350745,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"6x BomberA, 25x BomberB, 1022x FighterA, 824x FighterB, 15x Tanker, 267x ISRDrone, 346x Satellite",0.88478911
652,SIM_0652,24,25,104,456,34,102,901,368755,1.0,0.48611111111111127,10.0,8.0,0.2916666666666667,0.99,0.6130088423303366,0.39,"24x BomberA, 25x BomberB, 104x FighterA, 456x FighterB, 34x Tanker, 102x ISRDrone, 901x Satellite",1.66237432
653,SIM_0653,4,33,403,1072,50,171,334,298025,1.0,0.4722222222222224,10.0,8.0,0.13888888888888895,0.99,0.5038717676493956,0.5,"4x BomberA, 33x BomberB, 403x FighterA, 1072x FighterB, 50x Tanker, 171x ISRDrone, 334x Satellite",1.69070302
654,SIM_0654,20,26,629,507,9,63,539,318520,1.0,0.22222222222222213,10.0,8.0,0.16666666666666666,0.99,0.35835566807480723,0.64,"20x BomberA, 26x BomberB, 629x FighterA, 507x FighterB, 9x Tanker, 63x ISRDrone, 539x Satellite",1.12506489
655,SIM_0655,25,10,1040,195,36,109,728,397490,1.0,0.4722222222222224,10.0,8.0,0.027777777777777804,0.99,0.43111371786210145,0.57,"25x BomberA, 10x BomberB, 1040x FighterA, 195x FighterB, 36x Tanker, 109x ISRDrone, 728x Satellite",1.0845901
656,SIM_0656,30,0,673,420,1,174,139,196800,1.0,0.6388888888888888,10.0,8.0,0.01,0.99,0.5286095045770753,0.47,"30x BomberA, 673x FighterA, 420x FighterB, 1x Tanker, 174x ISRDrone, 139x Satellite",2.68602391
657,SIM_0657,5,33,777,111,40,239,324,248675,1.0,0.44444444444444453,10.0,8.0,0.4444444444444445,0.99,0.6857668921176306,0.31,"5x BomberA, 33x BomberB, 777x FighterA, 111x FighterB, 40x Tanker, 239x ISRDrone, 324x Satellite",2.75768329
658,SIM_0658,39,20,95,1199,0,156,472,317890,1.0,0.763888888888889,10.0,8.0,0.01,0.99,0.6104623105877811,0.39,"39x BomberA, 20x BomberB, 95x FighterA, 1199x FighterB, 156x ISRDrone, 472x Satellite",1.92035708
659,SIM_0659,16,20,463,100,58,112,478,247780,1.0,0.3472222222222222,10.0,8.0,0.15277777777777776,0.99,0.4311137178621012,0.57,"16x BomberA, 20x BomberB, 463x FighterA, 100x FighterB, 58x Tanker, 112x ISRDrone, 478x Satellite",1.73990523
660,SIM_0660,22,21,429,377,22,76,546,285855,1.0,0.26388888888888884,10.0,8.0,0.22222222222222227,0.99,0.42201896163868957,0.58,"22x BomberA, 21x BomberB, 429x FighterA, 377x FighterB, 22x Tanker, 76x ISRDrone, 546x Satellite",1.47633927
661,SIM_0661,29,15,805,878,27,190,445,362935,1.0,0.3055555555555555,10.0,8.0,0.01,0.99,0.3103353552151932,0.69,"29x BomberA, 15x BomberB, 805x FighterA, 878x FighterB, 27x Tanker, 190x ISRDrone, 445x Satellite",0.85507145
662,SIM_0662,19,34,834,283,6,243,80,201930,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"19x BomberA, 34x BomberB, 834x FighterA, 283x FighterB, 6x Tanker, 243x ISRDrone, 80x Satellite",1.94219859
663,SIM_0663,6,8,671,373,9,34,823,376500,1.0,0.22222222222222213,10.0,8.0,0.01,0.99,0.25576681787472255,0.74,"6x BomberA, 8x BomberB, 671x FighterA, 373x FighterB, 9x Tanker, 34x ISRDrone, 823x Satellite",0.67932754
664,SIM_0664,16,25,154,950,10,63,691,348925,1.0,0.5972222222222222,10.0,8.0,0.16666666666666666,0.99,0.6039140861069249,0.4,"16x BomberA, 25x BomberB, 154x FighterA, 950x FighterB, 10x Tanker, 63x ISRDrone, 691x Satellite",1.7307848
665,SIM_0665,36,38,1200,996,43,222,766,538970,1.0,0.43055555555555564,10.0,8.0,0.01,0.99,0.392188161225899,0.61,"36x BomberA, 38x BomberB, 1200x FighterA, 996x FighterB, 43x Tanker, 222x ISRDrone, 766x Satellite",0.72766232
666,SIM_0666,9,8,741,477,56,244,651,372710,1.0,0.27777777777777773,10.0,8.0,0.01,0.99,0.2921458427683696,0.71,"9x BomberA, 8x BomberB, 741x FighterA, 477x FighterB, 56x Tanker, 244x ISRDrone, 651x Satellite",0.78384224
667,SIM_0667,16,12,664,737,37,17,573,347970,1.0,0.23611111111111102,10.0,8.0,0.05555555555555561,0.99,0.29469237451092484,0.71,"16x BomberA, 12x BomberB, 664x FighterA, 737x FighterB, 37x Tanker, 17x ISRDrone, 573x Satellite",0.84689018
668,SIM_0668,21,23,923,740,21,266,142,277555,1.0,0.4583333333333334,10.0,8.0,0.01,0.99,0.4103776736727226,0.59,"21x BomberA, 23x BomberB, 923x FighterA, 740x FighterB, 21x Tanker, 266x ISRDrone, 142x Satellite",1.47854542
